work_order,site_name,site_address,site_city,site_state,latitude,longitude,jp_status,jp_priority,due_date,sow_1,flag_missing_due_date,flag_past_due,flag_estimated_time,tank_test_only,is_recurring_site,night_test,days_til_due,tech_count,zone_3,region,duration,cluster_id,created_at,updated_at
67135,Maverik 5285,2422 Research Parkway,Colorado Springs,CO,38.961276,-104.783863,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67224,Maverik 5240,1206 Interquest Pkwy,Colorado Springs,CO,38.991656,-104.807035,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67277,Maverik 5243,3025 Hancock Expy,Colorado Springs,CO,38.789805,-104.754874,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67274,Maverik 5359,3525 Spectrum Air Way,Colorado Springs,CO,38.780614,-104.723228,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67269,Maverik 602,2291 Hancock Expressway,Colorado Springs,CO,38.797513,-104.778306,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67327,Maverik 5410,304 Main Street,Colorado Springs,CO,38.753039,-104.742035,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67495,Maverik 5414,4931 Fountain Ford View,Colorado Springs,CO,38.807181,-104.736261,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67428,Maverik 5343,441 Flyway Pt.,Colorado Springs,CO,38.826109,-104.727764,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67461,Maverik 5258,620 East Fillmore St.,Colorado Springs,CO,38.874672,-104.813391,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67354,Maverik 5269,3091 N Chestnut St,Colorado Springs,CO,38.877041,-104.836478,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67350,Maverik 5358,3802 N Nevada Ave,Colorado Springs,CO,38.886134,-104.819447,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67365,Maverik 5237,2190 Vickers Dr.,Colorado Springs,CO,38.915597,-104.787784,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67502,Maverik 5241,7375 Duryea Dr,Colorado Springs,CO,38.939638,-104.728327,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67532,Maverik 5312,4512 Austin Bluffs Parkway,Colorado Springs,CO,38.898303,-104.747536,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67536,Maverik 5311,6615 Dalby Drive,Colorado Springs,CO,38.92705,-104.720936,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67629,Maverik 5239,5771 N Carefree Cir,Colorado Springs,CO,38.88461,-104.721219,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67636,Maverik 5238,6125 Barnes Rd,Colorado Springs,CO,38.894477,-104.713746,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67630,Maverik 5369,7446 Marksheffel Road,Colorado Springs,CO,38.940115,-104.679021,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67713,Maverik 5295,525 Wooten Rd,Colorado Springs,CO,38.840673,-104.73804,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67719,Maverik 5360,361 N Union Blvd.,Colorado Springs,CO,38.83812,-104.79426,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67728,Maverik 5270,2588 Airport Rd,Colorado Springs,CO,38.825763,-104.7809,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67471,Maverik 5313,1450 Garden of the Gods Rd,Colorado Springs,CO,38.897099,-104.853755,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67698,Maverik 5257,6735 N. Carefree Cir,Colorado Springs,CO,38.885853,-104.702811,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67645,Maverik 5294,2410 N Academy Blvd,Colorado Springs,CO,38.867271,-104.757745,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67768,Maverik 5293,9665 Prominent Point,Colorado Springs,CO,38.970543,-104.741476,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67769,Maverik 5349,1808 Democracy Point,Colorado Springs,CO,38.988925,-104.792563,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67035,Pacific #6507,534 Highway 105,Monument,CO,39.095932,-104.864389,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,2.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67036,Lewis - Palmer School District #38,99 Santa Fe Ave/36 Jefferson St,Monument,CO,39.086682,-104.869998,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67107,Penrose Hospital ,2222 N. Nevada Ave,Colorado Springs,CO,38.865536,-104.821745,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67124,ASC Building,3030 N Cascade Ave,Colorado Springs,CO,38.877134,-104.824437,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67129,Printers Park Medical Plaza,175 South Union,Colorado Springs,CO,38.829512,-104.793403,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67115,Sinclair #05026,201 Manitou,Manitou Springs,CO,38.857278,-104.896528,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67117,Durham School Services,877 Research,Woodland Park,CO,39.013438,-105.066332,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67230,St. Francis - Interquest,10860 New Allegiance Drive,Colorado Springs,CO,38.987356,-104.808358,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67422,Pacific #6497,4310 E Fountain Blvd,Colorado Springs,CO,38.812171,-104.74792,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67390,2424 GotG,2424 Garden of the Gods Rd Ste. 262,Colorado Springs,CO,38.900983,-104.872643,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67574,Flight for Life Hangar,6083 E. Woodmen Road,Colorado Springs,CO,38.939247,-104.717899,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67518,Pacific #6498,1896 Democracy Point,Colorado Springs,CO,38.988925,-104.792563,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,1.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67493,Saint Francis Medical Center,6001 E Woodman Road,Colorado Springs,CO,38.938257,-104.71727,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67415,Carmax 7201,4010 Tutt Blvd,Colorado Springs,CO,38.890371,-104.716639,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67631,Pacific #6531,2790 N. Powers Blvd.,Colorado Springs,CO,38.872508,-104.721507,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67756,Gasamat #177,1437 North Circle Drive,Colorado Springs,CO,38.853482,-104.775737,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-105.0",CO - Southeast,0.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67236,Maverik 679,3141 Main Street,Alamosa,CO,37.477644,-105.899152,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"37.0,-106.0",CO - Southwest,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67280,Maverik 701,44 Zyme Rock Road,Durango,CO,37.230284,-107.839599,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"37.0,-108.0",CO - Southwest,2.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
74251,Maverik 763,7225 US Hwy 160/491,Cortez,CO,37.348882,-108.585926,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"37.0,-109.0",CO - Southwest,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67271,Maverik 497,455 State St,Cortez,CO,37.353789,-108.55434,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"37.0,-109.0",CO - Southwest,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67251,Maverik 275,10223 Hwy 491,Cortez,CO,37.360603,-108.595103,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"37.0,-109.0",CO - Southwest,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66904,Maverik 616,1140 N Townsend Ave,Montrose,CO,38.488535,-107.88803,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"38.0,-108.0",CO - Southwest,1.75,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66900,Maverik 463,101 Hwy 92,Delta,CO,38.746142,-108.070295,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-108.0",CO - Southwest,1.25,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67123,Fast Stop 1161,203 Mountain View DR,Leadville,CO,39.259535,-106.294192,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-106.0",CO - West Central,0.75,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67397,Breckenridge Ski Corp,1599 County Road 708,Breckenridge,CO,39.479036,-106.064093,Scheduled,Monthly O&M,2025-09-09,MOI,False,False,False,False,False,False,50.0,11.0,"39.0,-106.0",CO - West Central,0.75,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67125,Breckenridge Ski Corp - Peak 6,1599 County Road 708,Breckenridge,CO,39.479036,-106.064093,Scheduled,Monthly O&M,2025-09-12,MOI,False,False,False,False,False,False,53.0,11.0,"39.0,-106.0",CO - West Central,0.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67510,Town of Breckenridge,1105 Airport Road,Breckenridge,CO,39.499364,-106.050915,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-106.0",CO - West Central,0.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67076,Fast Stop 1164,300 Harrison Ave,Leadville,CO,39.246528,-106.290486,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-106.0",CO - West Central,0.75,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66905,Maverik 653,636 Sun King Way,Grand Junction,CO,39.097058,-108.449619,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-108.0",CO - West Central,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66903,Maverik 417,3249 F Rd,Clifton,CO,39.091132,-108.450856,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-108.0",CO - West Central,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
75375,SunMart 535,1040 I 70 exit 47,Palisade,CO,39.14368,-108.3145,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"39.0,-108.0",CO - West Central,1.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67024,Maverik 5134,10 Stone Quarry Rd,Battlement Mesa,CO,39.440708,-108.029914,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-108.0",CO - West Central,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66909,Maverik 5200,4530 Old US Highway 6,De Beque,CO,39.326501,-108.207352,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-108.0",CO - West Central,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66894,Maverik 500,2696 Hwy 50,Grand Junction,CO,39.043851,-108.553071,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-109.0",CO - West Central,1.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66906,Maverik 482,2902 D Rd,Grand Junction,CO,39.06333,-108.514578,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-109.0",CO - West Central,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66032,Maverik 400,1103 E Hwy 6 & 50,Fruita,CO,39.149006,-108.718983,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"39.0,-109.0",CO - West Central,1.25,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67221,Summit School District RE-1,103 School Road,Frisco,CO,39.582732,-106.090386,Scheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"40.0,-106.0",CO - West Central,0.5,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67219,Frisco Conoco,940 N Ten Mile Dr,Frisco,CO,39.588955,-106.093969,Scheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"40.0,-106.0",CO - West Central,0.5,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
68264,Maverik 5135,101 Ruby Ranch Rd,Silverthorne,CO,39.64599,-106.079403,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-106.0",CO - West Central,1.25,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67096,Stinker Store #307,299 Blue River Pkwy/PO Box 1869,Silverthorne,CO,39.630636,-106.07337,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,11.0,"40.0,-106.0",CO - West Central,1.0,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67210,Maverik 5318,55 Lusher Ct,Frisco,CO,39.591385,-106.096276,Scheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-106.0",CO - West Central,1.25,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67256,Maverik 5033,2510 Gilstrap Ct,Glenwood Springs,CO,39.559802,-107.361989,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-107.0",CO - West Central,1.0,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67336,Maverik 5205,18 Market St,Eagle,CO,39.661299,-106.828324,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-107.0",CO - West Central,1.0,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67257,Maverik 5032,105 6th St,Glenwood Springs,CO,39.550473,-107.326751,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-107.0",CO - West Central,1.25,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67335,Maverik 5208,103 Oakridge Dr,Gypsum,CO,39.645518,-106.946996,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-107.0",CO - West Central,1.0,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67037,Maverik 5031,705 Taughenbaugh Blvd,Rifle,CO,39.522215,-107.777393,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-108.0",CO - West Central,1.25,6.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67021,Maverik 5012,120 E 26th St,Rifle,CO,39.553004,-107.776764,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-108.0",CO - West Central,1.25,6.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67022,Maverik 5050,801 Castle Valley Blvd,New Castle,CO,39.568523,-107.516409,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-108.0",CO - West Central,1.0,6.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67025,Maverik 5114,905 Main St,Silt,CO,39.546682,-107.652936,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-108.0",CO - West Central,1.25,6.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67038,Maverik 5011,120 E 1st St,Rifle,CO,39.530067,-107.782522,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,11.0,"40.0,-108.0",CO - West Central,1.0,6.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67130,Fast Stop 1145,2559 E HWY 40,Downey,ID,42.430343,-112.178555,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"42.0,-112.0",ID,1.0,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67138,Fast Stop 1144,2 S State St,Franklin,ID,42.016933,-111.80464,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"42.0,-112.0",ID,1.0,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67092,Fast Stop 2243,860 E Alameda Rd,Pocatello,ID,42.891963,-112.44206,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,0.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67093,Fast Stop 2249,520 E 17th St,Idaho Falls,ID,43.482291,-112.023352,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67118,Fast Stop 2241,320 W Highway 26,Blackfoot,ID,43.196159,-112.364089,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67140,Fast Stop 1142,129 S Main St,Grace,ID,42.576701,-111.730175,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67077,Fast Stop 1148,902 ID 39,Blackfoot,ID,43.197298,-112.475094,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,0.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67097,Fast Stop 2242,3957 S 5th Ave,Pocatello,ID,42.837786,-112.408751,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67089,Fast Stop 2244,1010 N Arthur Ave,Pocatello,ID,42.868508,-112.45951,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67145,Fast Stop 1149,3480 E 17th St,Ammon,ID,43.481636,-111.964717,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67136,Fast Stop 1141,898 Hwy 30,McCammon,ID,42.661303,-112.204385,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67100,Fast Stop 2246,4230 Yellowstone Ave,Chubbuck,ID,42.910138,-112.465945,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67119,Fast Stop 1146,1245 Parkway Dr,Blackfoot,ID,43.196452,-112.359171,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67213,Fast Stop 1147,1670 E 17th St,Idaho Falls,ID,43.482144,-112.001271,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
