work_order,site_name,site_address,site_city,site_state,latitude,longitude,jp_status,jp_priority,due_date,sow_1,flag_missing_due_date,flag_past_due,flag_estimated_time,tank_test_only,is_recurring_site,night_test,days_til_due,tech_count,zone_3,region,duration,cluster_id,created_at,updated_at
67095,Fast Stop 2245,105 Jefferson Ave,Pocatello,ID,42.877172,-112.441847,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67088,Fast Stop 2240,4810 Yellowstone Ave,Chubbuck,ID,42.92069,-112.466119,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,0.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67141,Fast Stop 2247,1003 S Blvd,Idaho Falls,ID,43.488679,-112.033415,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67199,Fast Stop 1143,295 E 2nd St,Soda Springs,ID,42.655028,-111.595244,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67203,Fast Stop 2248,1940 West Broadway St,Idaho Falls,ID,43.497015,-112.068915,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"43.0,-112.0",ID,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
71045,Maverik 776,50 East Acraway Avenue,Garden City,KS,37.98293,-100.838106,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,9.0,"38.0,-101.0",KS,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
75430,Maverik 781,2601 East Mary St.,Garden City,KS,37.989426,-100.840808,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,9.0,"38.0,-101.0",KS,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67898,CRVS # 11,204 W Ave A,Syracuse,KS,37.981566,-101.755979,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,9.0,"38.0,-102.0",KS,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67863,CRVS # 7,117 West Kansas (Jct K Hwy 96 & K Hwy 27),Tribune,KS,38.465777,-101.752388,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,9.0,"38.0,-102.0",KS,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67851,CRVS #8,401 E Van Meter,Johnson City,KS,37.576024,-101.744801,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,9.0,"38.0,-102.0",KS,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
75345,Sunmart 574,4115 193rd St,Bunker Hill,KS,38.858658,-98.706348,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,9.0,"39.0,-99.0",KS,2.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67285,CRVS # 12,218 E Highway 36,St. Francis,KS,39.767658,-101.799246,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,9.0,"40.0,-102.0",KS,0.75,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67289,CRVS # 14,651 Chestnut St.,Arapahoe,NE,40.305941,-99.898027,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"40.0,-100.0",NE - East,0.75,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69416,Maverik 5140,13149 Fort St,Omaha,NE,41.306234,-96.118891,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69510,Maverik 5226,4443 S 84th St,Omaha,NE,41.215876,-96.042674,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69560,Maverik 5347,17925 Burt St,Omaha,NE,41.265129,-96.195753,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,0.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69319,Maverik 5038,12011 Blondo St,Omaha,NE,41.277095,-96.10107,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69380,Maverik 5122,11205 Wickersham Blvd,Gretna,NE,41.146111,-96.161599,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69547,Maverik 5321,7152 Pacific St,Omaha,NE,41.249148,-96.023219,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69497,Maverik 5225,8990 Boyd St,Omaha,NE,41.298849,-96.052166,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69430,Maverik 5141,13905 Williamsburg Dr,Bellevue,NE,41.104574,-95.934186,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69331,Maverik 5039,1010 S 154th St,Omaha,NE,41.248905,-96.155369,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69403,Maverik 5139,1010 S 189th St,Omaha,NE,41.248953,-96.212706,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69573,Maverik 5374,11333 Cumberland Dr,Papillion,NE,41.149141,-96.090179,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69443,Maverik 5153,4041 N 168th St,Omaha,NE,41.294935,-96.17702,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69343,Maverik 5040,1819 N 72nd St,Omaha,NE,41.276149,-96.023419,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69470,Maverik 5155,10764 Virginia Plz,Papillion,NE,41.175692,-96.080554,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69455,Maverik 5154,11111 Emmet St,Omaha,NE,41.289344,-96.086812,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69355,Maverik 5112,18908 Q St,Omaha,NE,41.205643,-96.211956,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-96.0",NE - East,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
74265,Maverik 768,150 SW 48th St.,Lincoln,NE,40.812317,-96.788353,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-97.0",NE - East,1.75,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69534,Maverik 5252,3808 Dakota Ave,South Sioux City,NE,42.452391,-96.413312,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"42.0,-96.0",NE - East,1.0,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67621,Fast Stop 1155,381 N Highway 25,Sutherland,NE,41.157136,-101.12791,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"41.0,-101.0",NE - West,0.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67540,Fast Stop 1151,814 State Highway 56C Link (Exit 164),Hershey,NE,41.139182,-101.002534,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"41.0,-101.0",NE - West,1.0,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67934,Fast Stop 1159,222 1st St,Sutherland,NE,41.157673,-101.118799,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"41.0,-101.0",NE - West,0.75,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67637,Maverik 715,692 Road 209,Big Springs,NE,41.045236,-102.070444,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-102.0",NE - West,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67748,Maverik 702,655 Cabela Dr,Sidney,NE,41.116061,-102.950074,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"41.0,-103.0",NE - West,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67419,Maverik 502,1640 West 3rd St,Alliance,NE,42.097075,-102.896622,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"42.0,-103.0",NE - West,0.75,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67448,Gasamat #011,118 S. Beltline Hwy E.,Scottsbluff,NE,41.852536,-103.659935,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,10.0,"42.0,-104.0",NE - West,0.5,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67446,Maverik 442,920 W 36th St,Scottsbluff,NE,41.88189,-103.676188,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"42.0,-104.0",NE - West,0.5,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67420,Maverik 501,1211 West Hwy 20,Chadron,NE,42.828372,-103.016861,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,10.0,"43.0,-103.0",NE - West,0.75,6.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67497,Fast Stop 1101,94 E Main St,Duchesne,UT,40.163199,-110.399885,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"40.0,-110.0",UT - North,1.0,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
73676,Fast Stop 1106,14 E. 1700 S,Clearfield,UT,41.088734,-112.025772,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67534,Fast Stop 1111,1716 S Main St,Clearfield,UT,41.088979,-112.02662,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
75355,Sunmart 875,391 N 500 W,West Bountiful,UT,40.893741,-111.89277,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67876,Fast Stop 1104,4795 S 3500 W,Roy,UT,41.176476,-112.064711,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67373,Fast Stop 1110,845 E Hwy 193,Layton,UT,41.102951,-111.950337,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67351,Fast Stop 1102,5150 W OLD HWY RD.,Mt Green,UT,41.142994,-111.800755,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,2.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67364,Fast Stop 1103,2000 W Pioneer RD,Marriott-Slaterville,UT,41.268427,-112.028288,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67623,Fast Stop 1123,880 W 3300 S,Salt Lake,UT,40.699737,-111.916571,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67641,Fast Stop 1125,5590 S 900 E,Murray,UT,40.649842,-111.866308,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67535,Fast Stop 1112,1034 W Gentile St,Layton,UT,41.06299,-111.985428,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
74971,Sunmart 978,1881 CALIFORNIA AVE,Salt Lake City,UT,40.739914,-111.944113,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
69816,Fast Stop 1108,2615 E BENGAL BLVD,Cottonwood Heights,UT,40.610481,-111.817705,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67672,Fast Stop 1118,1584 W 2700 N,Pleasant View,UT,41.307257,-112.016246,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67684,Fast Stop 1119,8720 S HIGHWAY 89,Willard,UT,41.351237,-112.035876,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,2.25,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67658,Fast Stop 1117,416 N Washington Blvd,Ogden,UT,41.267023,-111.96811,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"41.0,-112.0",UT - North,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67033,Fast Stop 1122,25 N BEAR LAKE BLVD,GARDEN CITY,UT,41.946927,-111.393646,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"42.0,-111.0",UT - North,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67067,Fast Stop 1129,604 W Logan Rd,Garden City,UT,41.945214,-111.407024,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"42.0,-111.0",UT - North,1.0,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67019,Fast Stop 1109,6030 W 20800 N,Plymouth,UT,41.885356,-112.16775,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"42.0,-112.0",UT - North,1.0,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
66924,Fast Stop 1105,360 E Main St.,Tremonton,UT,41.711648,-112.16029,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"42.0,-112.0",UT - North,1.0,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67034,Fast Stop 1107,75 S STONE RD,Snowville,UT,41.964293,-112.71026,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"42.0,-113.0",UT - North,1.0,5.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76598,Maverik 788,590 E 300 S,Kanab,UT,37.042826,-112.515316,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-113.0",UT - South,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76557,Maverik 402,55 N 3400 W,Hurricane,UT,37.170109,-113.367684,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-113.0",UT - South,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76571,Maverik 435,460 N State St.,LaVerkin,UT,37.210212,-113.271716,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-113.0",UT - South,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76526,Maverik 390,980 N Hoodoo Wy,St. George,UT,37.144969,-113.487515,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-113.0",UT - South,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76634,Maverik 594,15 N State St,Hurricane,UT,37.17725,-113.285564,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-113.0",UT - South,1.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76470,Maverik 585,1216 S Bluff St.,St. George,UT,37.087135,-113.585312,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76510,Maverik 698,1647 S Dixie Dr,St. George,UT,37.080483,-113.60309,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76610,Maverik 657,950 Buena Vista Blvd.,Washington,UT,37.129912,-113.525436,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76497,Maverik 680,1919 N Snow Canyon Pkwy,St. George,UT,37.141637,-113.622522,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76485,Maverik 620,1565 West Sunset Blvd.,St. George,UT,37.122404,-113.616997,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76444,Maverik 487,1349 E 1450 S,St. George,UT,37.084953,-113.555098,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76430,Maverik 370,2078 E Riverside Dr.,St. George,UT,37.09942,-113.537322,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76318,Maverik 229,690 S River Rd.,St. George,UT,37.096507,-113.557516,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76457,Maverik 521,995 E Saint George Blvd.,St. George,UT,37.110506,-113.562749,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76342,Maverik 241,1880 W Sunset Blvd.,St. George,UT,37.123198,-113.623533,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"37.0,-114.0",UT - South,1.5,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76357,Maverik 244,809 W 200 N,Cedar City,UT,37.680411,-113.074216,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"38.0,-113.0",UT - South,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76622,Maverik 635,1405 S Main St,Cedar City,UT,37.653654,-113.080047,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"38.0,-113.0",UT - South,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76370,Maverik 245,204 S Main St,Cedar City,UT,37.673465,-113.062211,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"38.0,-113.0",UT - South,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76385,Maverik 348,444 E HWY 91,Cedar City,UT,37.730774,-113.054528,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"38.0,-113.0",UT - South,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76330,Maverik 231,210 S Main St,Parowan,UT,37.838591,-112.828166,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"38.0,-113.0",UT - South,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76586,Maverik 791,189 North Main St.,Cedar City,UT,37.680292,-113.062723,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"38.0,-113.0",UT - South,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
76401,Maverik 362,220 N Airport Rd,Cedar City,UT,37.681867,-113.085105,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,2.0,"38.0,-113.0",UT - South,1.5,3.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67498,Fast Stop 1116,370 N Main St,Meadow,UT,38.892756,-112.410415,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"39.0,-112.0",UT - South,1.25,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67503,Fast Stop 1113,270 W 400 N,Scipio,UT,39.251865,-112.109728,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"39.0,-112.0",UT - South,1.0,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
75365,Sunmart 807,885 S. Park Ave,Fillmore,UT,38.950331,-112.353141,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"39.0,-112.0",UT - South,1.75,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
68724,Fast Stop 1115,275 W 400 N,Scipio,UT,39.25138,-112.109648,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,2.0,"39.0,-112.0",UT - South,1.25,4.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67477,Pine Bluffs,100 Walnut Ave,Pine Bluffs,WY,41.183533,-104.060434,unscheduled,Monthly O&M,2025-09-30,MOI,False,False,False,False,False,False,71.0,5.0,"41.0,-104.0",WY - East,0.5,1.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67421,Maverik 528,3315 N. College Dr.,Cheyenne,WY,41.145932,-104.760662,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,5.0,"41.0,-105.0",WY - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67531,Maverik 5063,4505 Ridge Rd.,Cheyenne,WY,41.159733,-104.767787,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,5.0,"41.0,-105.0",WY - East,0.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67618,Maverik 557,1706 South Greeley Highway,Cheyenne,WY,41.101805,-104.801373,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,5.0,"41.0,-105.0",WY - East,1.0,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
67539,Maverik 426,140 Gardenia Drive,Cheyenne,WY,41.182663,-104.827905,unscheduled,Monthly O&M,2025-09-25,MOI,False,False,False,False,False,False,66.0,5.0,"41.0,-105.0",WY - East,0.75,2.0,2025-07-31T22:30:23.046954+00:00,2025-07-31T22:30:23.046954+00:00
